Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nProductsBefore,nProductsAfter,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,nRulesSucessfullyExecuted,Time(s) 
21,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.578000172041357E-4
22,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010294000385329127
23,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010591000318527222
24,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.778999956324697E-4
25,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.958000155165792E-4
26,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010138999787159264
27,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,0.0010279000271111727
28,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.428999619558454E-4
29,13,13,3,0,0.23,3,18,0,10,3,0,0,3,36,9.806000161916018E-4
0,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027105999761261046
1,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.003514600044582039
2,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.00269950000802055
3,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027464000158943236
4,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027421999839134514
5,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.002536900050472468
6,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.002972799993585795
7,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.003274099959526211
8,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0026475999620743096
9,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0024940999574027956
10,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0026762000052258372
11,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0025471000117249787
12,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.002551899990066886
13,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0024984999909065664
14,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027489999774843454
15,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0028276999946683645
16,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.002499599999282509
17,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.002531500009354204
18,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027613999554887414
19,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0024205000372603536
20,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0022594999754801393
21,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.003200699982699007
22,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0032584999571554363
23,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0026440999936312437
24,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0020411000004969537
25,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0019854000420309603
26,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0026889999862760305
27,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0026783000212162733
28,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0027608000091277063
29,24,25,8,0,0.33,144,240,0,18,6,0,0,8,36,0.0020508000161498785
0,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002060400031041354
1,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0037640000227838755
2,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0033039000118151307
3,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0027457999531179667
4,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0034952000132761896
5,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0026810000417754054
6,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.00314400001661852
7,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.003695499966852367
8,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002475599991157651
9,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0030724999960511923
10,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0025679999962449074
11,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0037441999884322286
12,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0029195999959483743
13,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.004023399960715324
14,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0030596000142395496
15,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0030524999601766467
16,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.003187800000887364
17,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002751899999566376
18,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002973099995870143
19,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002222699986305088
20,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0032645000028423965
21,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002075500029604882
22,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0030329000437632203
23,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002873999997973442
24,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.0037979999906383455
25,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.003083899966441095
26,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002586499962490052
27,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.003011799999512732
28,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002819899993482977
29,25,25,7,0,0.28,150,250,0,20,5,0,0,7,36,0.002744700002949685
0,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003169100033119321
1,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0041384000214748085
2,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002773400046862662
3,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.00334100000327453
4,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003196900011971593
5,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0021598999737761915
6,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0035927999997511506
7,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002877000020816922
8,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003506199980620295
9,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003521099977660924
10,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0032253999961540103
11,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0037716999650001526
12,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003192499978467822
13,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0035151999909430742
14,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003887499973643571
15,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002847299969289452
16,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0030525000183843076
17,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0030546000343747437
18,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0021410000044852495
19,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002966500003822148
20,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002267200034111738
21,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0034194999607279897
22,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002750599989667535
23,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0030046000028960407
24,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.002883500012103468
25,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0033272000146098435
26,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003295700007583946
27,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0031518000178039074
28,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.0030792999896220863
29,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,36,0.003017099981661886
0,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.0102941999793984
1,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009691100043710321
2,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.01051479997113347
3,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.011104100034572184
4,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00861860002623871
5,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.010407499969005585
6,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.008632000011857599
7,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.01205709995701909
8,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00793999998131767
9,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.007723300019279122
10,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.007553800009191036
11,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.008507499995175749
12,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.008047299983445555
13,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009610600012820214
14,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009413900028448552
15,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.008560399990528822
16,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00988840003265068
17,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00977699999930337
18,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.0077964000520296395
19,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.007624499965459108
20,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009202000044751912
21,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00782579998485744
22,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009023900027386844
23,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.008127399953082204
24,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.007970300037413836
25,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009389100014232099
26,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00857990002259612
27,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009551699971780181
28,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.00963200000114739
29,30,31,3,0,0.1,8016,7680,0,21,9,0,0,3,36,0.009852499992121011
0,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011751500016544014
1,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.00906740000937134
2,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011255899968091398
3,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.01139649999095127
4,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011941099946852773
5,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011496399994939566
6,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011272999981883913
7,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011276000004727393
8,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011047400010284036
9,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010610299999825656
10,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.00947330001508817
11,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.009005900006741285
12,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010261800023727119
13,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010010900034103543
14,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010932399949524552
15,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.009882699989248067
16,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.008764299971517175
17,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010306700016371906
18,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.009066800004802644
19,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.011432399973273277
20,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010715899989008904
21,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.008318200008943677
22,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.008953000011388212
23,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010653399978764355
24,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.008100600040052086
25,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010117099969647825
26,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.008678900019731373
27,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.00973570003407076
28,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.0100527000031434
29,34,36,8,0,0.24,13104,44928,0,22,12,0,0,8,36,0.010511300002690405
0,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0040537999593652785
1,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.004372099996544421
2,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.00427450001006946
3,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0032286999630741775
4,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.004175900015980005
5,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0037837999989278615
6,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003994200029410422
7,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0036323999520391226
8,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0035592999774962664
9,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003811199974734336
10,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003252300026360899
11,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003620200033765286
12,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0025904999929480255
13,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0032970000174827874
14,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003490299975965172
15,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003702400019392371
16,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0037680999957956374
17,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0029785000369884074
18,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0040822000009939075
19,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003983000002335757
20,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0035649999626912177
21,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.004308599978685379
22,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003955199965275824
23,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0036109000211581588
24,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0037187000270932913
25,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.0034014999982900918
26,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003444499976467341
27,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.004196599998977035
28,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003525200008880347
29,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,36,0.003946199954953045
