Run,nFeaturesBefore,nFeaturesAfter,nFeaturesTypeBefore,nFeaturesTypeAfter,percentageOfFeaturesType,nProductsBefore,nProductsAfter,nConstraints,nOptionals,nMandatories,nAlternativeGroups,nSelectionGroups,nRefactors,Time(s) 
29,13,13,3,0,0.23,3,18,0,10,3,0,0,3,9.119999594986439E-5
0,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.98099999781698E-4
1,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.069000038318336E-4
2,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8859998090192676E-4
3,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.9099999917671084E-4
4,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.156989648938179E-4
5,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.1910102805122733E-4
6,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8509896472096443E-4
7,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8259999342262745E-4
8,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8420099513605237E-4
9,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.805999781936407E-4
10,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.947000273503363E-4
11,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8300104420632124E-4
12,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.849000109359622E-4
13,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8929998623207211E-4
14,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8759997328743339E-4
15,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.1240103524178267E-4
16,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.2529897978529334E-4
17,24,25,8,0,0.33,144,160,0,18,6,0,0,8,2.0489998860284686E-4
18,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8209900008514524E-4
19,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8339999951422215E-4
20,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.797000295482576E-4
21,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.829999964684248E-4
22,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.7990003107115626E-4
23,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.829999964684248E-4
24,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8109899247065187E-4
25,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8690101569518447E-4
26,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.7909996677190065E-4
27,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8049997743219137E-4
28,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.8169998656958342E-4
29,24,25,8,0,0.33,144,160,0,18,6,0,0,8,1.819989993236959E-4
0,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.966010360978544E-4
1,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.530000056140125E-4
2,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.2360001457855105E-4
3,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.2799998987466097E-4
4,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.3589999182149768E-4
5,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.6080000679939985E-4
6,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.3870001314207911E-4
7,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.2819999139755964E-4
8,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.508999896235764E-4
9,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.9569899197667837E-4
10,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.4610001128166914E-4
11,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1839997498318553E-4
12,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.2530002752318978E-4
13,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.7050002245232463E-4
14,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.568989875726402E-4
15,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.15300009585917E-4
16,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1520000882446766E-4
17,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1329999435693026E-4
18,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.0770099945366383E-4
19,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.4480000138282776E-4
20,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.39101005718112E-4
21,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.2200000239536166E-4
22,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.376000047661364E-4
23,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.0650000078603625E-4
24,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.01700022444129E-4
25,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.0950002362951636E-4
26,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1010101772844791E-4
27,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.0969996694475412E-4
28,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1010002819821239E-4
29,25,25,7,0,0.28,150,250,0,20,5,0,0,7,2.1069898502901196E-4
0,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.449000021442771E-4
1,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.3029895965009928E-4
2,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,3.2139895483851433E-4
3,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.6080000679939985E-4
4,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.1169899264350533E-4
5,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.163010067306459E-4
6,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.3519998649135232E-4
7,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.136999974027276E-4
8,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.1029997151345015E-4
9,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.3520103422924876E-4
10,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.1159998141229153E-4
11,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.1789997117593884E-4
12,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.164000179618597E-4
13,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,3.415999817661941E-4
14,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.229000092484057E-4
15,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.607000060379505E-4
16,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.4990004021674395E-4
17,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0179897546768188E-4
18,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0420103101059794E-4
19,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.044999855570495E-4
20,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.1020002895966172E-4
21,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0260002929717302E-4
22,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.107000327669084E-4
23,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0299898460507393E-4
24,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0509900059551E-4
25,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.0940002286806703E-4
26,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.041999832727015E-4
27,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.088989713229239E-4
28,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.2960000205785036E-4
29,29,29,8,0,0.28,1050,1750,0,23,6,0,0,8,2.3150001652538776E-4
0,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.449000021442771E-4
1,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.265010309405625E-4
2,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.694000140763819E-4
3,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.437999985180795E-4
4,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.9739999445155263E-4
5,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.6469898875802755E-4
6,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.473999629728496E-4
7,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.4030101485550404E-4
8,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.3669999791309237E-4
9,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.9170000925660133E-4
10,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.410999732092023E-4
11,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.0060100834816694E-4
12,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.3279996821656823E-4
13,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.412010264582932E-4
14,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.136000013910234E-4
15,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.8760102577507496E-4
16,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.3080100547522306E-4
17,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.4590000975877047E-4
18,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.6230100775137544E-4
19,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.128990065306425E-4
20,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.853000187315047E-4
21,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.3110001822933555E-4
22,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.2709998302161694E-4
23,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.05800000205636E-4
24,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.09201015625149E-4
25,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.826999989338219E-4
26,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.033000393770635E-4
27,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.8749898774549365E-4
28,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,2.559999702498317E-4
29,30,31,3,0,0.1,8016,8016,0,21,9,0,0,3,3.158000181429088E-4
0,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.0259997583925724E-4
1,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.0040001729503274E-4
2,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.282999969087541E-4
3,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.370000049471855E-4
4,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.867000293917954E-4
5,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.08298971503973E-4
6,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.886999864131212E-4
7,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.908000024035573E-4
8,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.978999982587993E-4
9,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,4.6469998778775334E-4
10,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.898010425269604E-4
11,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.0990003142505884E-4
12,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,4.099010257050395E-4
13,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.2950000604614615E-4
14,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.176000318489969E-4
15,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.0150002567097545E-4
16,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.812999882735312E-4
17,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,4.045999958179891E-4
18,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.591999993659556E-4
19,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.929999609477818E-4
20,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.7810002211481333E-4
21,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.759000053629279E-4
22,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,4.434000002220273E-4
23,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.1159899663180113E-4
24,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.339999821037054E-4
25,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.2920000376179814E-4
26,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.7929997304454446E-4
27,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,3.651999868452549E-4
28,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,2.8020102763548493E-4
29,34,37,8,0,0.24,13104,30429,0,22,12,0,0,8,4.1969999438151717E-4
0,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.565989900380373E-4
1,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.325999714434147E-4
2,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.299989621154964E-4
3,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.276999923400581E-4
4,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.034999826923013E-4
5,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.3170002279803157E-4
6,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.0159897869452834E-4
7,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.628989750519395E-4
8,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.642000326886773E-4
9,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.7259899070486426E-4
10,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.958010300062597E-4
11,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.3199897734448314E-4
12,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.6020000223070383E-4
13,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.696989686228335E-4
14,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.6210100622847676E-4
15,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.573999809101224E-4
16,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.6840000646188855E-4
17,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.5919999461621046E-4
18,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.62599962297827E-4
19,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.671999973244965E-4
20,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,3.093989798799157E-4
21,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.8780102729797363E-4
22,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.5949900737032294E-4
23,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.604000037536025E-4
24,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.6370101841166615E-4
25,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.799010253511369E-4
26,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.631989773362875E-4
27,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.6229897048324347E-4
28,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.732989960350096E-4
29,44,44,13,0,0.3,432,11520,0,33,11,0,0,13,2.5370001094415784E-4
